Id;N° du binôme;Lieu;Jour;Conditions ;Valeur minimale;Valeur moyenne;Valeur maximale
9028;3;"L'espace ""fumeurs""";Jeudi;Récréation de l'après-midi;;;
9029;3;"L'espace ""fumeurs""";Vendredi;Récréation du matin;;;
9030;3;"L'espace ""fumeurs""";Vendredi;Récréation de l'après-midi;;;
9031;4;Les toilettes des premières;Lundi;Récréation du matin;32;56;79
9032;4;Les toilettes des premières;Lundi;Récréation de l'après-midi;39;58;87
9033;4;Les toilettes des premières;Mardi;Récréation du matin;26;47;67
9034;4;Les toilettes des premières;Mardi;Récréation de l'après-midi;37;55;88
9035;4;Les toilettes des premières;Mercredi;Récréation du matin;27;48;68
9036;4;Les toilettes des premières;Mercredi;Récréation de l'après-midi;31;54;83
9037;4;Les toilettes des premières;Jeudi;Récréation du matin;34;53;64
9038;4;Les toilettes des premières;Jeudi;Récréation de l'après-midi;38;56;87
9039;4;Les toilettes des premières;Vendredi;Récréation du matin;29;46;64
9040;4;Les toilettes des premières;Vendredi;Récréation de l'après-midi;25;43;62
9041;5;Un couloir du batiment 1ères;Lundi;Lors de la sonnerie ;44;61;77
9042;5;Un couloir du batiment 1ères;Lundi;Après la  sonnerie ;50;64;88
9043;5;Un couloir du batiment 1ères;Mardi;Lors de la sonnerie ;52;67;84
9044;5;Un couloir du batiment 1ères;Mardi;Après la  sonnerie ;53;68;94
9045;5;Un couloir du batiment 1ères;Mercredi;Lors de la sonnerie ;49;65;85
9046;5;Un couloir du batiment 1ères;Mercredi;Après la  sonnerie ;51;67;87
9047;5;Un couloir du batiment 1ères;Jeudi;Lors de la sonnerie ;50;66;89
9048;5;Un couloir du batiment 1ères;Jeudi;Après la  sonnerie ;50;63;88
9049;5;Un couloir du batiment 1ères;Vendredi;Lors de la sonnerie ;53;70;83
9050;5;Un couloir du batiment 1ères;Vendredi;Après la  sonnerie ;47;70;86
9051;6;Un couloir du batiment 2ndes;Lundi;Lors de la sonnerie ;59;65;91
9052;6;Un couloir du batiment 2ndes;Lundi;Après la  sonnerie ;43;62;85
9053;6;Un couloir du batiment 2ndes;Mardi;Lors de la sonnerie ;;;
9054;6;Un couloir du batiment 2ndes;Mardi;Après la  sonnerie ;;;
9055;6;Un couloir du batiment 2ndes;Mercredi;Lors de la sonnerie ;;;
9056;6;Un couloir du batiment 2ndes;Mercredi;Après la  sonnerie ;;;
9057;6;Un couloir du batiment 2ndes;Jeudi;Lors de la sonnerie ;;;
9058;6;Un couloir du batiment 2ndes;Jeudi;Après la  sonnerie ;;;
9059;6;Un couloir du batiment 2ndes;Vendredi;Lors de la sonnerie ;;;
9060;6;Un couloir du batiment 2ndes;Vendredi;Après la  sonnerie ;;;
9061;7;Un couloir du batiment terminales;Lundi;Lors de la sonnerie ;55;60;66
9062;7;Un couloir du batiment terminales;Lundi;Après la  sonnerie ;87;90;96
9063;7;Un couloir du batiment terminales;Mardi;Lors de la sonnerie ;;;
9064;7;Un couloir du batiment terminales;Mardi;Après la  sonnerie ;;;
9065;7;Un couloir du batiment terminales;Mercredi;Lors de la sonnerie ;;;
9066;7;Un couloir du batiment terminales;Mercredi;Après la  sonnerie ;;;
9067;7;Un couloir du batiment terminales;Jeudi;Lors de la sonnerie ;;;
9068;7;Un couloir du batiment terminales;Jeudi;Après la  sonnerie ;;;
9069;7;Un couloir du batiment terminales;Vendredi;Lors de la sonnerie ;;;
9070;7;Un couloir du batiment terminales;Vendredi;Après la  sonnerie ;;;
9071;8;Le foyer;Lundi;pause méridienne;54;68;84
9072;8;Le foyer;Lundi;Récréation du matin;46;63;87
9073;8;Le foyer;Mardi;pause méridienne;42;57;107
9074;8;Le foyer;Mardi;Récréation du matin;39;56;84
9075;8;Le foyer;Mercredi;pause méridienne;40;51;83
9076;8;Le foyer;Mercredi;Récréation du matin;40;54;86
9077;8;Le foyer;Jeudi;pause méridienne;55;70;87
9078;8;Le foyer;Jeudi;Récréation du matin;40;52;70
9079;8;Le foyer;Vendredi;pause méridienne;53;71;89
9080;8;Le foyer;Vendredi;Récréation du matin;37;49;84
9081;9;Le CDI;Lundi;pause méridienne;29;41;60
9082;9;Le CDI;Lundi;;25;38;58
9083;9;Le CDI;Mardi;pause méridienne;27;41;70
9084;9;Le CDI;Mardi;;22;32;62
9085;9;Le CDI;Mercredi;pause méridienne;23;38;64
9086;9;Le CDI;Mercredi;;27;41;68
9087;9;Le CDI;Jeudi;pause méridienne;23;35;72
9088;9;Le CDI;Jeudi;;25;34;48
9089;9;Le CDI;Vendredi;pause méridienne;28;44;64
9090;9;Le CDI;Vendredi;;29;41;60
9091;10;Une salle de cours;Lundi;cours type magistral;32;49;66
9092;10;Une salle de cours;Lundi;cours en travail de groupe;70;85;101
9093;10;Une salle de cours;Mardi;cours type magistral;28;43;63
9094;10;Une salle de cours;Mardi;cours type magistral;73;88;110
9095;10;Une salle de cours;Mercredi;cours type magistral;29;49;71
9096;10;Une salle de cours;Mercredi;cours type magistral;39;59;81
9097;10;Une salle de cours;Jeudi;cours type magistral;27;45;69
9098;10;Une salle de cours;Jeudi;cours type magistral;74;90;107
9099;10;Une salle de cours;Vendredi;cours type magistral;32;51;76
9100;10;Une salle de cours;Vendredi;cours type magistral;74;89;104
9101;11;"Dans la file d'attente pour la restauration ""Aquarium""";Lundi;pause méridienne;81;86,5;92
9102;11;"Dans la file d'attente pour la restauration ""Aquarium""";Lundi;;;;
9103;11;"Dans la file d'attente pour la restauration ""Aquarium""";Mardi;pause méridienne;85;90,5;96
9104;11;"Dans la file d'attente pour la restauration ""Aquarium""";Mardi;;;;
9105;11;"Dans la file d'attente pour la restauration ""Aquarium""";Mercredi;pause méridienne;74;81;88
9106;11;"Dans la file d'attente pour la restauration ""Aquarium""";Mercredi;;;;
9107;11;"Dans la file d'attente pour la restauration ""Aquarium""";Jeudi;pause méridienne;83;86;89
9108;11;"Dans la file d'attente pour la restauration ""Aquarium""";Jeudi;;;;
9109;11;"Dans la file d'attente pour la restauration ""Aquarium""";Vendredi;pause méridienne;79;81;83
9110;11;"Dans la file d'attente pour la restauration ""Aquarium""";Vendredi;;;;
9111;12;Le réfectoire des élèves;Lundi;pause méridienne;73;79;88
9112;12;Le réfectoire des élèves;Lundi;;52;67;74
9113;12;Le réfectoire des élèves;Mardi;pause méridienne;72;79;85
9114;12;Le réfectoire des élèves;Mardi;;63;67;72
9115;12;Le réfectoire des élèves;Mercredi;pause méridienne;64;72;90
9116;12;Le réfectoire des élèves;Mercredi;;52;61;85
9117;12;Le réfectoire des élèves;Jeudi;pause méridienne;57;72;78
9118;12;Le réfectoire des élèves;Jeudi;;60;79;90
9119;12;Le réfectoire des élèves;Vendredi;pause méridienne;63;79;109
9120;12;Le réfectoire des élèves;Vendredi;;56;73;82
9121;13;Le complexe sportif;Mardi;;47;56;73
9122;13;Le complexe sportif;Mardi;;45;57;70
9123;13;Le complexe sportif;Mardi;;62;81;101
9124;13;Le complexe sportif;Mardi;;60;80;99
9125;13;Le complexe sportif;Mardi;;44;60;72
9126;13;Le complexe sportif;Mardi;;46;57;72
9127;13;Le complexe sportif;Mardi;;41;54;76
9128;13;Le complexe sportif;Mardi;;43;56;77
9129;13;Le complexe sportif;Mardi;;48;63;85
9130;13;Le complexe sportif;Mardi;;50;66;87
9131;14;La cour des secondes ;Lundi;Récréation du matin;46;59;83
9132;14;La cour des secondes ;Lundi;Récréation de l'après-midi;43;58;80
9133;14;La cour des secondes ;Mardi;Récréation du matin;39;52;67
9134;14;La cour des secondes ;Mardi;Récréation de l'après-midi;55;69;104
9135;14;La cour des secondes ;Mercredi;Récréation du matin;41;54;71
9136;14;La cour des secondes ;Mercredi;Récréation de l'après-midi;32;49;69
9137;14;La cour des secondes ;Jeudi;Récréation du matin;31;51;71
9138;14;La cour des secondes ;Jeudi;Récréation de l'après-midi;29;54;78
9139;14;La cour des secondes ;Vendredi;Récréation du matin;36;50;76
9140;14;La cour des secondes ;Vendredi;Récréation de l'après-midi;40;52;69
9141;15;Sous le préau de la cour des terminales;Lundi;Récréation du matin;55;74;91
9142;15;Sous le préau de la cour des terminales;Lundi;Récréation de l'après-midi;49;62;77
9143;15;Sous le préau de la cour des terminales;Mardi;Récréation du matin;48;71;94
9144;15;Sous le préau de la cour des terminales;Mardi;Récréation de l'après-midi;;;
9145;15;Sous le préau de la cour des terminales;Mercredi;Récréation du matin;51;73;94
9146;15;Sous le préau de la cour des terminales;Mercredi;Récréation de l'après-midi;;;
9147;15;Sous le préau de la cour des terminales;Jeudi;Récréation du matin;51;68;97
9148;15;Sous le préau de la cour des terminales;Jeudi;Récréation de l'après-midi;;;
9149;15;Sous le préau de la cour des terminales;Vendredi;Récréation du matin;52;74;102
9150;15;Sous le préau de la cour des terminales;Vendredi;Récréation de l'après-midi;;;
9151;16;La cour des premières près des arbres;Lundi;pause méridienne;34;44;62
9152;16;La cour des premières près des casiers;Lundi;pause méridienne;;;
9153;16;La cour des premières près des arbres;Mardi;pause méridienne;36;47;59
9154;16;La cour des premières près des casiers;Mardi;pause méridienne;;;
9155;16;La cour des premières près des arbres;Mercredi;pause méridienne;34;42;60
9156;16;La cour des premières près des casiers;Mercredi;pause méridienne;;;
9157;16;La cour des premières près des arbres;Jeudi;pause méridienne;40;53;67
9158;16;La cour des premières près des casiers;Jeudi;pause méridienne;;;
9159;16;La cour des premières près des arbres;Vendredi;pause méridienne;37;45;64
9160;16;La cour des premières près des casiers;Vendredi;pause méridienne;;;
